Assay,Sample,Ct,Tm,Efficiency,Flags
AY328,4A-rep1,25.85,82.94,1.80,
AY328,4A-rep3,25.85,82.93,1.80,
AY328,5A-rep2,28.16,82.82,1.80,LowEfficiency
AY328,6A-rep1,26.73,83.01,1.75,LowEfficiency
AY328,8A-rep1,26.53,82.90,1.80,LowEfficiency
AY328,8A-rep3,26.22,83.04,1.76,LowEfficiency
AY331,1A-rep1,21.75,81.26,1.90,
AY331,1A-rep3,21.62,81.36,1.89,
AY331,2A-rep2,23.32,81.39,1.87,
AY331,3A-rep1,23.90,80.80,1.91,
AY331,6A-rep2,20.51,81.08,1.87,
AY331,7A-rep1,23.10,81.59,1.87,
AY331,3A-rep3,24.00,80.89,1.88,
AY331,4A-rep2,22.48,81.22,1.86,
AY331,5A-rep1,24.36,81.71,1.84,
AY331,5A-rep3,24.55,81.38,1.91,
AY331,7A-rep3,23.60,81.48,1.87,
AY331,8A-rep2,23.42,81.37,1.85,
AY331,1A-rep2,21.70,81.36,1.87,
AY331,2A-rep1,22.52,81.23,1.93,
AY331,2A-rep3,23.16,81.43,1.89,
AY331,3A-rep2,24.01,81.26,1.89,
AY331,6A-rep3,20.80,81.28,1.87,
AY331,7A-rep2,23.27,81.67,1.92,
AY331,4A-rep1,22.35,81.24,1.87,
AY331,4A-rep3,22.57,81.35,1.87,
AY331,5A-rep2,24.79,80.81,1.87,
AY331,6A-rep1,20.66,81.10,1.87,
AY331,8A-rep1,23.28,81.18,1.84,
AY331,8A-rep3,23.20,81.22,1.86,
AY339,1A-rep1,,,,CurveFitFailed
AY339,1A-rep3,,,,CurveFitFailed
AY339,2A-rep2,28.25,82.43,1.82,
AY339,3A-rep1,,,,NoAmplification
AY339,6A-rep2,24.62,82.26,1.85,
AY339,7A-rep1,,,,NoAmplification
AY339,3A-rep3,,,,NoAmplification
AY339,4A-rep2,,,,CurveFitFailed
AY339,5A-rep1,,,,NoAmplification
AY339,5A-rep3,,,,NoAmplification
AY339,7A-rep3,,,,NoAmplification
AY339,8A-rep2,28.08,81.67,1.78,LowEfficiency
AY339,1A-rep2,29.61,81.96,1.76,"LowEfficiency, CtIsLarge"
AY339,2A-rep1,29.49,82.93,1.79,LowEfficiency
AY339,2A-rep3,,,,NoAmplification
AY339,3A-rep2,,,,NoAmplification
AY339,6A-rep3,25.36,83.16,1.83,
AY339,7A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY339,4A-rep1,28.38,83.01,1.77,LowEfficiency
AY339,4A-rep3,29.60,82.68,1.79,"LowEfficiency, CtIsLarge"
AY339,5A-rep2,,,,NoAmplification
AY339,6A-rep1,24.83,82.54,1.85,
AY339,8A-rep1,,,,NoAmplification
AY339,8A-rep3,28.25,81.55,1.79,"LowEfficiency, MultipleMeltPeaks"
AY353,1A-rep1,27.92,80.45,1.70,LowEfficiency
AY353,1A-rep3,26.69,80.52,1.88,
AY353,2A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY353,3A-rep1,31.87,87.47,1.68,"LowEfficiency, CtIsLarge"
AY353,6A-rep2,24.69,80.47,1.66,LowEfficiency
AY353,7A-rep1,29.41,79.19,1.74,LowEfficiency
AY353,3A-rep3,31.04,85.56,1.65,"LowEfficiency, CtIsLarge"
AY353,4A-rep2,27.29,80.23,1.77,LowEfficiency
AY353,5A-rep1,31.48,87.50,1.57,"LowEfficiency, CtIsLarge"
AY353,5A-rep3,34.68,87.55,1.92,CtIsLarge
AY353,7A-rep3,27.38,80.37,1.76,LowEfficiency
AY353,8A-rep2,28.16,87.04,1.73,"LowEfficiency, MultipleMeltPeaks"
AY353,1A-rep2,27.55,80.50,1.76,LowEfficiency
AY353,2A-rep1,33.54,79.05,1.76,"LowEfficiency, CtIsLarge"
AY353,2A-rep3,28.37,79.56,1.80,LowEfficiency
AY353,3A-rep2,28.90,80.44,1.69,LowEfficiency
AY353,6A-rep3,24.38,80.54,1.75,LowEfficiency
AY353,7A-rep2,27.19,80.22,1.76,"LowEfficiency, MultipleMeltPeaks"
AY353,4A-rep1,28.79,80.47,1.71,LowEfficiency
AY353,4A-rep3,28.11,80.54,1.75,LowEfficiency
AY353,5A-rep2,32.73,89.01,1.82,CtIsLarge
AY353,6A-rep1,25.28,80.41,1.75,LowEfficiency
AY353,8A-rep1,27.35,87.11,1.76,"LowEfficiency, MultipleMeltPeaks"
AY353,8A-rep3,29.16,80.15,1.70,"LowEfficiency, MultipleMeltPeaks"
AY365,1A-rep1,22.74,85.90,1.82,
AY365,1A-rep3,22.20,85.98,1.79,LowEfficiency
AY365,2A-rep2,23.72,85.94,1.82,
AY365,3A-rep1,24.70,85.94,1.82,
AY365,6A-rep2,20.84,85.99,1.73,LowEfficiency
AY365,7A-rep1,23.91,85.99,1.83,
AY365,3A-rep3,23.99,85.94,1.75,LowEfficiency
AY365,4A-rep2,23.09,85.93,1.79,LowEfficiency
AY365,5A-rep1,24.04,85.95,1.80,
AY365,5A-rep3,24.13,85.98,1.78,LowEfficiency
AY365,7A-rep3,23.62,86.03,1.83,
AY365,8A-rep2,22.79,86.00,1.84,
AY365,1A-rep2,22.55,86.01,1.80,
AY365,2A-rep1,23.44,86.03,1.81,
AY365,2A-rep3,23.92,86.04,1.85,
AY365,3A-rep2,24.63,86.05,1.83,
AY365,6A-rep3,21.00,86.04,1.75,LowEfficiency
AY365,7A-rep2,23.76,86.05,1.82,
AY365,4A-rep1,22.92,86.03,1.77,LowEfficiency
AY365,4A-rep3,23.01,86.03,1.78,LowEfficiency
AY365,5A-rep2,24.06,86.03,1.82,
AY365,6A-rep1,20.88,86.01,1.72,LowEfficiency
AY365,8A-rep1,22.67,86.03,1.80,
AY365,8A-rep3,22.54,86.03,1.79,LowEfficiency
AY367,1A-rep1,27.21,79.73,1.83,
AY367,1A-rep3,29.12,79.67,1.81,
AY367,2A-rep2,28.23,79.74,1.86,
AY367,3A-rep1,27.57,79.71,1.88,
AY367,6A-rep2,26.43,79.80,1.84,
AY367,7A-rep1,28.21,79.70,1.88,
AY367,3A-rep3,29.32,79.70,1.83,
AY367,4A-rep2,27.82,79.73,1.83,
AY367,5A-rep1,32.19,87.61,1.76,"LowEfficiency, CtIsLarge"
AY367,5A-rep3,,,,NoAmplification
AY367,7A-rep3,31.56,79.55,1.76,"LowEfficiency, CtIsLarge"
AY367,8A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY367,1A-rep2,28.18,79.87,1.82,
AY367,2A-rep1,,,,NoAmplification
AY367,2A-rep3,34.35,76.39,1.87,CtIsLarge
AY367,3A-rep2,,,,NoAmplification
AY367,6A-rep3,,,,NoAmplification
AY367,7A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY367,4A-rep1,28.12,79.82,1.87,
AY367,4A-rep3,27.40,79.86,1.87,
AY367,5A-rep2,28.14,79.89,1.86,
AY367,6A-rep1,27.30,79.92,1.86,
AY367,8A-rep1,27.25,79.88,1.84,
AY367,8A-rep3,27.04,79.89,1.84,
AY381,1A-rep1,,,,"CtIsLarge, CurveFitFailed"
AY381,1A-rep3,33.04,85.45,1.82,CtIsLarge
AY381,2A-rep2,33.45,87.44,1.82,CtIsLarge
AY381,3A-rep1,28.29,87.95,1.86,
AY381,6A-rep2,31.03,87.91,1.71,"LowEfficiency, CtIsLarge"
AY381,7A-rep1,24.04,88.26,1.80,LowEfficiency
AY381,3A-rep3,28.04,87.94,1.84,
AY381,4A-rep2,28.62,81.05,1.76,LowEfficiency
AY381,5A-rep1,27.73,87.93,1.89,
AY381,5A-rep3,27.91,88.02,1.95,
AY381,7A-rep3,27.50,88.17,1.82,MultipleMeltPeaks
AY381,8A-rep2,28.93,87.94,1.64,"LowEfficiency, MultipleMeltPeaks"
AY381,1A-rep2,34.47,87.89,1.79,"LowEfficiency, CtIsLarge"
AY381,2A-rep1,31.05,88.04,1.77,"LowEfficiency, CtIsLarge"
AY381,2A-rep3,31.19,87.40,1.66,"LowEfficiency, CtIsLarge"
AY381,3A-rep2,29.14,87.97,1.74,LowEfficiency
AY381,6A-rep3,32.42,87.87,1.75,"LowEfficiency, CtIsLarge"
AY381,7A-rep2,27.85,88.26,1.70,LowEfficiency
AY381,4A-rep1,34.53,88.06,1.81,CtIsLarge
AY381,4A-rep3,29.93,87.96,1.72,"LowEfficiency, CtIsLarge"
AY381,5A-rep2,27.54,88.03,1.88,
AY381,6A-rep1,31.18,87.96,1.69,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY381,8A-rep1,,,,"LowEfficiency, CurveFitFailed"
AY381,8A-rep3,28.30,88.13,1.51,LowEfficiency
AY393,1A-rep1,26.45,87.64,1.84,
AY393,1A-rep3,25.68,87.61,1.91,
AY393,2A-rep2,26.82,87.63,1.78,LowEfficiency
AY393,3A-rep1,24.83,87.63,1.86,
AY393,6A-rep2,25.66,87.60,1.80,LowEfficiency
AY393,7A-rep1,26.43,87.63,1.80,LowEfficiency
AY393,3A-rep3,25.50,88.00,1.80,
AY393,4A-rep2,26.85,88.03,1.84,
AY393,5A-rep1,26.41,88.01,1.75,LowEfficiency
AY393,5A-rep3,24.95,87.97,1.75,LowEfficiency
AY393,7A-rep3,25.05,87.96,1.92,
AY393,8A-rep2,24.82,87.97,1.86,
AY393,1A-rep2,27.86,89.86,1.58,LowEfficiency
AY393,2A-rep1,30.77,87.17,1.69,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY393,2A-rep3,28.26,88.99,1.96,MultipleMeltPeaks
AY393,3A-rep2,25.83,90.31,1.87,MultipleMeltPeaks
AY393,6A-rep3,24.59,90.52,1.78,"LowEfficiency, MultipleMeltPeaks"
AY393,7A-rep2,25.76,90.30,1.93,
AY393,4A-rep1,29.28,87.97,1.68,"LowEfficiency, MultipleMeltPeaks"
AY393,4A-rep3,26.06,89.40,1.76,LowEfficiency
AY393,5A-rep2,25.18,90.48,1.85,
AY393,6A-rep1,24.36,90.04,1.83,MultipleMeltPeaks
AY393,8A-rep1,25.17,89.48,1.82,
AY393,8A-rep3,24.73,90.29,1.83,MultipleMeltPeaks
AY399,1A-rep1,,,,CurveFitFailed
AY399,1A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY399,2A-rep2,,,,NoAmplification
AY399,3A-rep1,,,,NoAmplification
AY399,6A-rep2,,,,NoAmplification
AY399,7A-rep1,,,,NoAmplification
AY399,3A-rep3,,,,NoAmplification
AY399,4A-rep2,,,,CurveFitFailed
AY399,5A-rep1,,,,NoAmplification
AY399,5A-rep3,,,,NoAmplification
AY399,7A-rep3,,,,NoAmplification
AY399,8A-rep2,,,,NoAmplification
AY399,1A-rep2,,,,CurveFitFailed
AY399,2A-rep1,,,,NoAmplification
AY399,2A-rep3,,,,NoAmplification
AY399,3A-rep2,,,,NoAmplification
AY399,6A-rep3,,,,NoAmplification
AY399,7A-rep2,,,,NoAmplification
AY399,4A-rep1,,,,CurveFitFailed
AY399,4A-rep3,,,,CurveFitFailed
AY399,5A-rep2,,,,NoAmplification
AY399,6A-rep1,,,,NoAmplification
AY399,8A-rep1,,,,NoAmplification
AY399,8A-rep3,29.93,73.88,1.74,"LowEfficiency, CtIsLarge"
AY406,1A-rep1,26.90,76.78,2.03,
AY406,1A-rep3,26.15,77.21,2.08,
AY406,2A-rep2,27.77,78.96,1.89,MultipleMeltPeaks
AY406,3A-rep1,29.69,75.97,1.79,"LowEfficiency, CtIsLarge"
AY406,6A-rep2,26.77,79.05,2.03,
AY406,7A-rep1,23.88,76.79,1.92,
AY406,3A-rep3,,,,NoAmplification
AY406,4A-rep2,25.36,76.77,1.98,
AY406,5A-rep1,34.55,78.53,1.91,CtIsLarge
AY406,5A-rep3,,,,NoAmplification
AY406,7A-rep3,24.29,76.80,2.01,
AY406,8A-rep2,24.68,76.81,2.00,
AY406,1A-rep2,27.73,76.80,2.00,
AY406,2A-rep1,26.51,77.61,2.00,
AY406,2A-rep3,,,,NoAmplification
AY406,3A-rep2,,,,NoAmplification
AY406,6A-rep3,29.54,77.50,1.81,CtIsLarge
AY406,7A-rep2,25.18,78.67,2.02,MultipleMeltPeaks
AY406,4A-rep1,34.14,77.05,2.11,CtIsLarge
AY406,4A-rep3,25.97,76.82,2.01,
AY406,5A-rep2,26.51,77.84,2.08,
AY406,6A-rep1,,,,NoAmplification
AY406,8A-rep1,24.21,76.81,2.06,
AY406,8A-rep3,22.94,76.71,2.10,MultipleMeltPeaks
AY408,1A-rep1,25.24,85.56,1.89,
AY408,1A-rep3,24.83,85.58,1.92,
AY408,2A-rep2,25.98,85.64,1.96,
AY408,3A-rep1,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed"
AY408,6A-rep2,25.45,85.61,1.90,
AY408,7A-rep1,24.66,85.60,1.91,
AY408,3A-rep3,24.78,85.57,1.91,
AY408,4A-rep2,24.87,85.64,1.94,
AY408,5A-rep1,25.41,85.65,1.91,
AY408,5A-rep3,,,,NoAmplification
AY408,7A-rep3,26.28,85.70,1.91,
AY408,8A-rep2,23.56,85.63,1.92,
AY408,1A-rep2,25.96,85.61,1.94,
AY408,2A-rep1,34.72,86.64,1.85,CtIsLarge
AY408,2A-rep3,26.80,85.48,1.92,
AY408,3A-rep2,26.87,85.68,1.98,
AY408,6A-rep3,26.73,85.74,1.95,
AY408,7A-rep2,25.34,85.53,1.89,
AY408,4A-rep1,24.69,85.47,1.92,
AY408,4A-rep3,24.41,85.51,1.91,
AY408,5A-rep2,25.91,85.52,1.91,
AY408,6A-rep1,26.32,85.70,1.87,
AY408,8A-rep1,24.06,85.49,1.96,
AY408,8A-rep3,24.42,85.49,1.91,
AY409,1A-rep1,22.78,85.58,1.85,
AY409,1A-rep3,22.81,85.65,1.88,
AY409,2A-rep2,23.69,85.64,1.92,
AY409,3A-rep1,25.20,85.68,1.79,LowEfficiency
AY409,6A-rep2,21.41,85.96,1.88,
AY409,7A-rep1,23.48,85.65,1.87,
AY409,3A-rep3,23.24,85.70,1.85,
AY409,4A-rep2,23.41,85.65,1.87,
AY409,5A-rep1,24.92,85.71,1.85,
AY409,5A-rep3,26.27,87.86,1.76,"LowEfficiency, MultipleMeltPeaks"
AY409,7A-rep3,22.92,85.69,1.86,
AY409,8A-rep2,22.48,85.80,1.89,
AY409,1A-rep2,23.18,85.66,1.87,
AY409,2A-rep1,24.07,85.63,1.92,
AY409,2A-rep3,24.04,85.70,1.92,
AY409,3A-rep2,24.32,85.69,1.84,
AY409,6A-rep3,21.52,86.01,1.95,
AY409,7A-rep2,23.77,85.84,1.89,
AY409,4A-rep1,23.14,85.80,1.91,
AY409,4A-rep3,23.63,85.68,1.93,
AY409,5A-rep2,26.34,85.60,1.68,"LowEfficiency, MultipleMeltPeaks"
AY409,6A-rep1,21.53,86.03,1.88,
AY409,8A-rep1,22.19,85.71,1.87,
AY409,8A-rep3,22.43,85.85,1.89,
AY410,1A-rep1,23.58,85.21,1.78,LowEfficiency
AY410,1A-rep3,23.27,85.23,1.81,
AY410,2A-rep2,23.91,85.13,1.89,
AY410,3A-rep1,25.10,85.19,1.82,
AY410,6A-rep2,21.72,85.28,1.82,
AY410,7A-rep1,24.34,85.16,1.88,
AY410,3A-rep3,24.42,85.27,1.81,
AY410,4A-rep2,23.52,85.24,1.82,
AY410,5A-rep1,28.74,85.12,1.88,MultipleMeltPeaks
AY410,5A-rep3,26.12,85.13,1.84,MultipleMeltPeaks
AY410,7A-rep3,24.52,85.18,1.84,
AY410,8A-rep2,24.21,85.26,1.83,
AY410,1A-rep2,23.22,85.11,1.86,
AY410,2A-rep1,24.35,85.03,1.85,
AY410,2A-rep3,24.27,85.10,1.79,LowEfficiency
AY410,3A-rep2,26.16,85.01,1.83,
AY410,6A-rep3,21.93,85.12,1.82,
AY410,7A-rep2,24.05,85.09,1.85,
AY410,4A-rep1,23.40,85.11,1.84,
AY410,4A-rep3,24.63,85.15,1.81,
AY410,5A-rep2,27.31,85.20,1.81,
AY410,6A-rep1,22.18,85.17,1.85,
AY410,8A-rep1,24.95,85.15,1.87,
AY410,8A-rep3,24.37,85.18,1.84,
AY411,1A-rep1,22.73,86.20,1.92,
AY411,1A-rep3,22.81,86.08,1.95,
AY411,2A-rep2,24.84,86.08,1.90,
AY411,3A-rep1,24.75,86.07,1.90,
AY411,6A-rep2,22.73,86.10,1.93,
AY411,7A-rep1,23.55,86.19,1.96,
AY411,3A-rep3,24.86,86.26,1.88,
AY411,4A-rep2,23.76,86.08,1.93,
AY411,5A-rep1,26.05,86.09,1.96,
AY411,5A-rep3,25.41,86.25,1.89,
AY411,7A-rep3,23.00,86.21,1.94,
AY411,8A-rep2,23.29,86.27,1.90,
AY411,1A-rep2,22.91,86.13,1.92,
AY411,2A-rep1,23.77,86.12,1.93,
AY411,2A-rep3,24.64,86.11,1.90,
AY411,3A-rep2,24.01,86.30,1.96,
AY411,6A-rep3,22.13,86.27,1.95,
AY411,7A-rep2,23.22,86.28,1.89,
AY411,4A-rep1,23.46,86.24,1.92,
AY411,4A-rep3,23.74,86.30,1.94,
AY411,5A-rep2,28.03,86.22,1.93,
AY411,6A-rep1,22.73,86.24,1.89,
AY411,8A-rep1,22.61,86.28,1.94,
AY411,8A-rep3,23.03,86.33,1.96,
AY412,1A-rep1,27.55,87.89,1.53,LowEfficiency
AY412,1A-rep3,27.00,87.77,1.65,"LowEfficiency, MultipleMeltPeaks"
AY412,2A-rep2,27.20,87.86,1.82,
AY412,3A-rep1,22.71,87.84,1.64,LowEfficiency
AY412,6A-rep2,24.60,87.91,1.60,LowEfficiency
AY412,7A-rep1,21.93,88.04,1.81,
AY412,3A-rep3,22.69,87.99,1.86,
AY412,4A-rep2,25.67,88.01,1.86,
AY412,5A-rep1,23.05,87.88,1.81,
AY412,5A-rep3,22.97,87.90,1.71,LowEfficiency
AY412,7A-rep3,22.14,88.02,1.89,
AY412,8A-rep2,22.29,88.03,1.86,
AY412,1A-rep2,26.86,89.05,1.64,LowEfficiency
AY412,2A-rep1,26.33,88.94,1.70,"LowEfficiency, MultipleMeltPeaks"
AY412,2A-rep3,25.88,87.09,1.56,"LowEfficiency, MultipleMeltPeaks"
AY412,3A-rep2,23.13,88.94,1.78,"LowEfficiency, MultipleMeltPeaks"
AY412,6A-rep3,25.04,89.70,1.66,LowEfficiency
AY412,7A-rep2,23.15,87.92,1.67,"LowEfficiency, MultipleMeltPeaks"
AY412,4A-rep1,27.39,90.16,1.83,
AY412,4A-rep3,25.62,85.35,1.83,MultipleMeltPeaks
AY412,5A-rep2,23.92,90.18,1.75,LowEfficiency
AY412,6A-rep1,25.53,87.30,1.58,LowEfficiency
AY412,8A-rep1,22.57,90.70,1.96,
AY412,8A-rep3,22.96,89.58,1.74,LowEfficiency
AY413,1A-rep1,25.90,87.37,1.90,
AY413,1A-rep3,25.46,87.40,1.94,
AY413,2A-rep2,25.61,87.42,1.93,
AY413,3A-rep1,26.85,87.69,1.92,MultipleMeltPeaks
AY413,6A-rep2,27.60,87.35,1.88,
AY413,7A-rep1,24.03,87.87,1.96,
AY413,3A-rep3,28.10,87.84,1.75,LowEfficiency
AY413,4A-rep2,26.13,87.74,1.95,
AY413,5A-rep1,27.47,88.28,1.93,
AY413,5A-rep3,28.75,88.31,1.63,LowEfficiency
AY413,7A-rep3,25.79,88.25,1.95,MultipleMeltPeaks
AY413,8A-rep2,25.54,88.06,1.86,
AY413,1A-rep2,26.21,87.55,1.76,"LowEfficiency, MultipleMeltPeaks"
AY413,2A-rep1,33.72,77.98,1.85,"CtIsLarge, MultipleMeltPeaks"
AY413,2A-rep3,26.49,88.29,1.93,
AY413,3A-rep2,27.23,86.65,1.58,"LowEfficiency, MultipleMeltPeaks"
AY413,6A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY413,7A-rep2,24.40,90.56,1.82,
AY413,4A-rep1,25.82,88.91,1.92,MultipleMeltPeaks
AY413,4A-rep3,26.70,88.97,1.93,MultipleMeltPeaks
AY413,5A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY413,6A-rep1,29.59,91.07,1.96,CtIsLarge
AY413,8A-rep1,25.23,88.14,1.84,MultipleMeltPeaks
AY413,8A-rep3,25.52,89.03,1.85,MultipleMeltPeaks
AY415,1A-rep1,23.99,81.27,1.70,LowEfficiency
AY415,1A-rep3,24.16,81.29,1.76,LowEfficiency
AY415,2A-rep2,27.28,81.28,1.84,
AY415,3A-rep1,27.66,81.31,1.88,
AY415,6A-rep2,,,,NoAmplification
AY415,7A-rep1,27.10,81.27,1.86,
AY415,3A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY415,4A-rep2,24.87,81.30,1.81,
AY415,5A-rep1,,,,CurveFitFailed
AY415,5A-rep3,27.24,81.33,1.86,
AY415,7A-rep3,,,,NoAmplification
AY415,8A-rep2,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed"
AY415,1A-rep2,24.29,81.23,1.67,LowEfficiency
AY415,2A-rep1,25.38,81.19,1.72,LowEfficiency
AY415,2A-rep3,25.48,81.22,1.71,LowEfficiency
AY415,3A-rep2,,,,NoAmplification
AY415,6A-rep3,,,,NoAmplification
AY415,7A-rep2,27.84,81.24,1.73,LowEfficiency
AY415,4A-rep1,24.78,81.23,1.80,
AY415,4A-rep3,24.82,81.26,1.89,
AY415,5A-rep2,,,,NoAmplification
AY415,6A-rep1,27.37,81.29,1.83,
AY415,8A-rep1,27.40,81.29,1.84,
AY415,8A-rep3,27.56,81.26,1.80,LowEfficiency
AY416,1A-rep1,23.19,77.50,2.13,
AY416,1A-rep3,22.77,77.55,2.08,
AY416,2A-rep2,24.99,77.53,2.01,
AY416,3A-rep1,22.44,77.60,2.06,
AY416,6A-rep2,24.42,77.53,1.95,
AY416,7A-rep1,26.99,77.58,2.04,
AY416,3A-rep3,21.95,77.58,2.05,
AY416,4A-rep2,23.09,77.56,2.14,
AY416,5A-rep1,23.44,77.59,2.06,
AY416,5A-rep3,23.59,77.61,2.06,
AY416,7A-rep3,30.23,87.00,1.87,CtIsLarge
AY416,8A-rep2,25.42,77.56,1.98,
AY416,1A-rep2,23.14,77.62,2.12,
AY416,2A-rep1,24.95,77.56,1.99,
AY416,2A-rep3,23.94,77.64,2.07,
AY416,3A-rep2,22.34,77.67,2.05,
AY416,6A-rep3,23.81,77.65,2.03,
AY416,7A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY416,4A-rep1,23.69,77.64,2.05,
AY416,4A-rep3,23.70,77.66,2.06,
AY416,5A-rep2,22.82,77.65,2.08,
AY416,6A-rep1,24.80,77.66,2.02,
AY416,8A-rep1,25.37,77.64,1.97,
AY416,8A-rep3,26.29,77.62,2.01,
AY418,1A-rep1,26.63,82.70,1.87,
AY418,1A-rep3,27.65,82.71,1.89,
AY418,2A-rep2,,,,NoAmplification
AY418,3A-rep1,,,,NoAmplification
AY418,6A-rep2,23.78,82.72,1.95,
AY418,7A-rep1,27.92,82.73,1.91,
AY418,3A-rep3,26.72,82.74,1.95,
AY418,4A-rep2,26.72,82.70,1.94,
AY418,5A-rep1,27.81,82.75,1.97,
AY418,5A-rep3,26.81,82.76,1.98,
AY418,7A-rep3,27.18,82.77,1.91,
AY418,8A-rep2,,,,NoAmplification
AY418,1A-rep2,25.78,82.80,1.82,
AY418,2A-rep1,,,,NoAmplification
AY418,2A-rep3,27.23,82.63,1.94,
AY418,3A-rep2,26.60,82.69,1.93,
AY418,6A-rep3,23.36,82.69,1.86,
AY418,7A-rep2,27.24,82.68,1.89,
AY418,4A-rep1,,,,CurveFitFailed
AY418,4A-rep3,,,,CurveFitFailed
AY418,5A-rep2,,,,NoAmplification
AY418,6A-rep1,23.60,82.72,1.95,
AY418,8A-rep1,26.45,82.72,1.89,
AY418,8A-rep3,28.56,82.73,1.88,
AY420,1A-rep1,22.91,83.47,1.93,
AY420,1A-rep3,22.91,83.48,1.93,
AY420,2A-rep2,24.37,83.47,1.84,
AY420,3A-rep1,27.13,83.50,1.89,
AY420,6A-rep2,25.82,83.50,1.89,
AY420,7A-rep1,,,,NoAmplification
AY420,3A-rep3,26.03,83.51,1.92,
AY420,4A-rep2,22.65,83.51,1.92,
AY420,5A-rep1,27.87,83.52,1.90,
AY420,5A-rep3,27.75,83.53,1.90,
AY420,7A-rep3,25.88,83.53,1.91,
AY420,8A-rep2,24.94,83.52,1.86,
AY420,1A-rep2,22.31,83.57,1.89,
AY420,2A-rep1,23.92,83.54,1.94,
AY420,2A-rep3,24.29,83.58,1.88,
AY420,3A-rep2,25.48,83.60,1.91,
AY420,6A-rep3,27.84,83.61,1.89,
AY420,7A-rep2,26.29,83.60,1.90,
AY420,4A-rep1,23.82,83.59,1.92,
AY420,4A-rep3,23.29,83.57,1.92,
AY420,5A-rep2,26.83,83.62,1.93,
AY420,6A-rep1,,,,NoAmplification
AY420,8A-rep1,28.36,83.62,1.86,
AY420,8A-rep3,24.94,83.62,1.87,
AY424,1A-rep1,25.37,87.98,1.94,
AY424,1A-rep3,26.40,87.98,1.99,
AY424,2A-rep2,26.09,87.96,1.84,
AY424,3A-rep1,24.83,87.86,1.91,
AY424,6A-rep2,25.92,87.96,2.05,
AY424,7A-rep1,24.23,87.92,1.75,LowEfficiency
AY424,3A-rep3,24.83,87.97,2.04,
AY424,4A-rep2,26.41,87.89,1.93,
AY424,5A-rep1,25.52,87.96,2.03,
AY424,5A-rep3,25.20,87.97,1.93,
AY424,7A-rep3,24.06,87.89,1.97,
AY424,8A-rep2,24.75,87.92,1.90,
AY424,1A-rep2,26.10,89.83,2.00,
AY424,2A-rep1,27.56,86.59,1.80,LowEfficiency
AY424,2A-rep3,26.26,90.20,1.96,
AY424,3A-rep2,24.45,89.89,1.81,
AY424,6A-rep3,25.22,91.00,1.94,
AY424,7A-rep2,24.46,90.26,1.90,
AY424,4A-rep1,26.19,90.79,1.94,
AY424,4A-rep3,25.80,90.87,1.91,
AY424,5A-rep2,25.37,90.96,1.94,
AY424,6A-rep1,25.95,90.61,1.86,
AY424,8A-rep1,24.73,90.70,2.03,
AY424,8A-rep3,24.62,90.83,1.95,
AY432,1A-rep1,,,,CurveFitFailed
AY432,1A-rep3,27.12,87.44,1.84,
AY432,2A-rep2,,,,CurveFitFailed
AY432,3A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY432,6A-rep2,25.50,87.44,1.86,
AY432,7A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY432,3A-rep3,32.92,87.98,1.59,"LowEfficiency, CtIsLarge"
AY432,4A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY432,5A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY432,5A-rep3,32.45,88.17,1.67,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY432,7A-rep3,27.31,87.47,1.86,
AY432,8A-rep2,26.28,87.46,1.82,
AY432,1A-rep2,,,,CurveFitFailed
AY432,2A-rep1,,,,CurveFitFailed
AY432,2A-rep3,28.05,87.52,1.81,
AY432,3A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY432,6A-rep3,27.31,87.56,1.84,
AY432,7A-rep2,31.94,88.81,1.85,CtIsLarge
AY432,4A-rep1,,,,"CtIsLarge, CurveFitFailed"
AY432,4A-rep3,,,,"LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
AY432,5A-rep2,32.74,89.30,1.65,"LowEfficiency, CtIsLarge"
AY432,6A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY432,8A-rep1,32.67,89.94,1.71,"LowEfficiency, CtIsLarge"
AY432,8A-rep3,26.17,87.61,1.83,
AY433,1A-rep1,,,,CurveFitFailed
